,pmid,topic
23035,32587625,Treatment;Diagnosis
23036,32631576,Treatment
23037,32755844,Treatment
23045,32360446,Treatment
23050,32385985,Treatment;Diagnosis
23053,32391920,Treatment
23057,32493510,Treatment;Mechanism
23058,32506865,Treatment;Diagnosis
23064,32749826,Treatment
23066,32766114,Treatment
23075,32734828,Treatment;Mechanism
23076,32375025,Treatment;Mechanism
23087,32291505,Treatment;Prevention
23093,32762443,Treatment;Mechanism;Diagnosis
23098,32777170,Treatment
23099,32444693,Treatment;Mechanism
23111,32409680,Treatment
23112,32281331,Treatment
23122,32221023,Prevention;Treatment
23125,32472989,Treatment;Mechanism
23129,32709544,Treatment
23139,32570995,Treatment
23141,32409499,Treatment;Diagnosis
23151,32294495,Treatment
23153,32546018,Treatment;Mechanism
23169,32707108,Treatment;Prevention
23170,32289791,Treatment
23173,32401043,Treatment;Mechanism
23177,32771682,Treatment;Mechanism
23183,32719685,Treatment;Mechanism
23199,32536610,Treatment
23207,32554340,Treatment;Mechanism
23209,32773471,Diagnosis;Treatment
23215,32680896,Treatment
23218,32614740,Treatment
23222,32346492,Treatment
23226,32407757,Diagnosis;Treatment
23227,32023687,Treatment
23233,32468166,Diagnosis;Treatment
23234,32565309,Treatment;Diagnosis
23240,32740972,Treatment
23247,32568722,Prevention;Diagnosis;Treatment
23249,32639241,Treatment
23250,32711256,Diagnosis;Treatment
23256,32654296,Mechanism;Treatment
23260,32593655,Treatment;Diagnosis
23261,32659757,Treatment;Diagnosis
23263,32644275,Treatment
23264,32482788,Treatment
23269,32164086,Treatment;Prevention
23270,32335456,Treatment;Mechanism
23271,32618699,Treatment;Diagnosis
23286,32353549,Transmission;Treatment;Diagnosis
23287,32511943,Treatment
23293,32581810,Treatment
23308,32758440,Diagnosis;Treatment
23314,32750190,Treatment;Diagnosis;Mechanism;Prevention
23316,32325475,Treatment
23324,32683687,Diagnosis;Prevention;Treatment
23331,32570174,Treatment;Mechanism
23336,32702153,Diagnosis;Treatment
23337,32413354,Treatment;Mechanism
23342,32401442,Treatment;Mechanism
23349,32593867,Treatment
23356,32772513,Treatment;Mechanism
23358,32213482,Treatment
23361,32345336,Treatment
23382,32412918,Transmission;Mechanism;Treatment
23384,32768388,Treatment;Diagnosis
23390,32759504,Mechanism;Treatment
23395,32569363,Diagnosis;Treatment
23396,32610587,Mechanism;Treatment
23397,32597948,Treatment;Mechanism
23398,32573126,Treatment
23403,32349132,Treatment;Diagnosis
23405,32703743,Treatment;Prevention
23408,32718979,Diagnosis;Treatment
23419,32673650,Mechanism;Treatment
23421,32584597,Treatment;Diagnosis
23428,32737466,Treatment;Mechanism
23430,32498009,Treatment
23439,32354030,Treatment;Mechanism
23444,32474039,Diagnosis;Treatment
23448,32438454,Treatment;Prevention
23456,32445249,Mechanism;Treatment
23458,32425661,Treatment
23464,32454984,Treatment
23468,32405117,Treatment;Mechanism
23472,32673841,Treatment
23474,32403242,Treatment;Diagnosis
23475,32278764,Treatment;Mechanism
23478,32721449,Treatment
23490,32718895,Treatment;Mechanism
23494,32122812,Treatment
23500,32352361,Treatment
23506,32602627,Treatment;Mechanism;Transmission;Prevention
23507,32636763,Treatment;Mechanism
23508,32381561,Treatment
23510,32005086,Mechanism;Treatment
23516,32013309,Treatment;Mechanism
23518,32711585,Treatment
23520,32195705,Treatment
23523,32408391,Treatment
23527,32213267,Treatment;Diagnosis
23530,32315733,Mechanism;Treatment
23535,32633068,Treatment;Diagnosis
23537,32339157,Mechanism;Treatment
23539,32620409,Treatment
23540,32764134,Prevention;Diagnosis;Treatment
23542,32384078,Treatment;Diagnosis
23551,32430049,Treatment;Mechanism
23552,32594644,Treatment;Mechanism
23555,32490726,Treatment;Mechanism
23559,32739472,Treatment
23561,32362344,Treatment;Diagnosis
23564,32229766,Treatment
23571,32493475,Treatment
23576,32654210,Diagnosis;Treatment
23579,32228222,Treatment
23583,32380214,Treatment
23584,32482249,Treatment;Mechanism
23585,32292628,Treatment
23587,32606886,Treatment;Mechanism;Prevention
23590,32754003,Treatment
23600,32733001,Treatment;Mechanism
23601,32591003,Mechanism;Treatment
23605,32361070,Diagnosis;Treatment
23606,32145829,Treatment
23613,32442105,Treatment;Mechanism
23615,32588191,Treatment
23619,32662757,Treatment
23624,32496442,Treatment
23626,32628040,Treatment;Diagnosis
23627,32405780,Treatment
23631,32615256,Treatment;Diagnosis
23639,32392017,Treatment
23640,32359177,Treatment;Diagnosis
23642,32763357,Treatment
23644,32574238,Treatment;Mechanism
23649,32739908,Treatment;Mechanism
23650,32425224,Treatment;Mechanism
23658,32434945,Treatment
23660,32729367,Treatment;Mechanism;Prevention;Diagnosis
23661,32114746,Treatment
23669,32020915,Mechanism;Diagnosis;Transmission;Treatment
23670,32170865,Mechanism;Diagnosis;Treatment
23671,32735785,Treatment;Diagnosis
23674,32758867,Treatment
23675,32302707,Treatment;Mechanism
23676,32754114,Diagnosis;Treatment
23679,32734777,Treatment;Diagnosis
23683,32239459,Treatment
23684,32372336,Treatment;Mechanism
23688,32449171,Mechanism;Treatment
23690,32368701,Mechanism;Treatment
23694,32292697,Treatment
23717,32342871,Treatment
23733,32541085,Treatment
23737,32690231,Treatment
23741,32427644,Treatment
23748,32735768,Treatment;Mechanism
23752,32619530,Treatment
23760,32544034,Diagnosis;Treatment
23762,32330312,Treatment
23767,32773994,Prevention;Treatment
23775,32472991,Treatment;Mechanism
23778,32505723,Treatment
23780,32620680,Treatment
23781,32757278,Treatment;Diagnosis
23782,32369209,Diagnosis;Treatment
23788,32667668,Treatment;Diagnosis
23794,32504736,Diagnosis;Treatment
23795,32688346,Diagnosis;Treatment
23796,32457522,Mechanism;Treatment
23797,32173241,Mechanism;Treatment;Prevention
23798,32409443,Treatment
23801,32718410,Treatment
23803,32418532,Treatment;Mechanism
23806,32537960,Treatment;Mechanism
23807,32272481,Mechanism;Treatment
23808,32501367,Treatment
23811,32701627,Treatment
23812,32283128,Treatment;Mechanism
23814,32772743,Treatment;Prevention
23816,32396996,Treatment;Mechanism
23822,32612613,Treatment
23823,32412125,Treatment;Mechanism
23825,32446821,Diagnosis;Treatment
23826,32614766,Diagnosis;Treatment
23831,32497535,Treatment;Mechanism
23832,32585069,Treatment;Diagnosis
23833,32564467,Treatment;Diagnosis
23838,32356625,Treatment;Mechanism
23848,32496872,Treatment
23853,32586841,Treatment;Prevention
23861,32371057,Diagnosis;Treatment
23863,32583353,Treatment;Mechanism
23870,32716922,Treatment;Diagnosis
23872,32583729,Treatment;Mechanism
23876,32222463,Treatment
23880,32412404,Treatment
23882,32620455,Diagnosis;Treatment
23886,32425265,Treatment;Diagnosis
23889,32454071,Treatment
23892,32738839,Treatment;Diagnosis
23900,32437770,Treatment;Diagnosis
23909,32678958,Diagnosis;Treatment
23912,32364407,Diagnosis;Treatment
23917,32704354,Treatment
23926,32710973,Treatment
23934,32677972,Treatment;Diagnosis
23948,32511751,Treatment;Mechanism
23960,32744052,Treatment;Mechanism
23964,32506699,Prevention;Treatment
23968,32613934,Treatment;Prevention
23971,32730103,Treatment
23975,32205204,Treatment
23978,32275257,Diagnosis;Prevention;Treatment
23980,32327870,Prevention;Treatment
23983,32574709,Treatment;Mechanism
23984,32434416,Treatment
23989,32623037,Treatment;Diagnosis
23995,32558198,Treatment
23997,32760691,Treatment
23998,32306862,Treatment;Mechanism
23999,32740681,Diagnosis;Treatment
24004,32411566,Treatment
24006,32688380,Treatment;Diagnosis;Mechanism
24018,32541247,Diagnosis;Mechanism;Treatment
24020,32665949,Treatment
24021,32604322,Treatment
24035,32353761,Treatment;Diagnosis
24040,32426928,Treatment
24041,32282993,Treatment
24045,32734864,Treatment;Mechanism
24053,32339251,Treatment
24057,32539520,Treatment
24066,32334088,Treatment
24072,32556334,Prevention;Treatment
24074,32536965,Treatment;Mechanism
24089,32409956,Treatment
24099,32476594,Treatment;Mechanism
24103,32594778,Treatment;Mechanism
24104,32294321,Treatment
24106,32241793,Treatment
24110,32771919,Treatment;Diagnosis
24116,32561270,Treatment;Mechanism
24119,32596786,Treatment
24120,32682580,Treatment
24121,32546478,Treatment
24123,32541570,Treatment;Diagnosis
24128,32507409,Treatment
24131,32454190,Treatment
24132,32454047,Treatment
24134,32574446,Treatment
24135,32429580,Treatment
24137,32669265,Treatment;Mechanism
24138,32672454,Treatment
24139,32639940,Treatment;Mechanism
24148,32436029,Treatment
24158,32430456,Diagnosis;Treatment
24165,32561148,Treatment
24175,32618696,Treatment;Diagnosis
24185,32354666,Treatment
24190,32388537,Treatment;Mechanism
24191,32331343,Mechanism;Treatment
24199,32744465,Mechanism;Diagnosis;Treatment
24201,32342479,Diagnosis;Treatment
24204,32314861,Treatment
24207,32562746,Mechanism;Treatment
24210,32321540,Prevention;Treatment
24217,32718781,Treatment
24219,32405259,Diagnosis;Treatment
24222,32411652,Diagnosis;Treatment
24224,32392282,Treatment
24232,32057769,Mechanism;Treatment
24241,32303365,Treatment
24244,32595356,Treatment;Mechanism
24247,32707842,Treatment;Mechanism
24256,32653511,Treatment
24272,32595358,Treatment
24275,32704138,Treatment
24280,32676817,Diagnosis;Treatment;Prevention
24288,32380044,Diagnosis;Treatment
24294,32511784,Treatment;Diagnosis
24296,32688395,Treatment;Diagnosis
24303,32492326,Treatment;Diagnosis
24307,32289438,Treatment
24314,32730105,Treatment
24315,32676052,Diagnosis;Treatment
24319,32332185,Treatment
24337,32346658,Mechanism;Treatment
24339,32742654,Treatment;Mechanism;Diagnosis
24340,32618198,Treatment;Mechanism
24342,32583087,Treatment
24345,32678695,Treatment;Mechanism
24349,32658609,Treatment;Mechanism
24352,32562814,Treatment
24359,32675206,Treatment;Mechanism
24360,32397906,Treatment;Mechanism
24362,32766112,Treatment
24367,32586394,Diagnosis;Treatment
24373,32363750,Treatment
24384,32755846,Treatment
24397,32557557,Treatment;Mechanism
24401,32640861,Treatment
24402,32748331,Treatment;Mechanism
24403,32730380,Treatment
24410,32422123,Treatment
24412,32773415,Treatment
24421,32749177,Treatment;Diagnosis
24423,32512586,Prevention;Treatment
24424,32589716,Prevention;Treatment
24432,32722908,Treatment;Mechanism
24436,32359035,Diagnosis;Treatment
24438,32369287,Prevention;Treatment
24440,32104907,Treatment
24446,32556278,Treatment
24450,32305026,Treatment
24459,32738466,Treatment;Diagnosis
24463,32707965,Diagnosis;Treatment
24467,32417209,Treatment
24468,32645344,Treatment;Mechanism
24471,32623030,Treatment;Diagnosis
24474,32722754,Prevention;Treatment
24475,32358833,Treatment
24476,32378844,Treatment;Diagnosis
24477,32330343,Treatment
24478,32682004,Treatment;Diagnosis
24487,32753156,Treatment
24491,32582740,Treatment;Diagnosis
24496,32323974,Treatment;Diagnosis
24497,32252338,Treatment
24509,32399954,Mechanism;Treatment
24513,32489437,Treatment
24517,32540245,Treatment
24525,32539647,Treatment
24527,32749094,Treatment;Mechanism
24528,32605374,Treatment;Mechanism
24539,32571007,Treatment
24540,32326830,Treatment
24541,32666910,Treatment;Mechanism
24543,32562550,Treatment;Mechanism;Diagnosis
24544,32587806,Treatment;Mechanism
24549,32493070,Treatment;Mechanism
24558,32329880,Treatment
24560,32493028,Treatment
24561,32571410,Treatment;Diagnosis
24567,32663789,Treatment;Diagnosis
24572,32425294,Treatment;Mechanism
24573,32629204,Treatment;Mechanism
24578,32419838,Treatment;Mechanism
24581,32339717,Diagnosis;Treatment
24591,32535939,Treatment
24595,32603770,Diagnosis;Treatment
24602,32318915,Treatment
24603,32632960,Treatment
24606,32659414,Treatment;Diagnosis;Prevention
24613,32197116,Transmission;Treatment;Prevention
24616,32345931,Diagnosis;Treatment
24624,32366290,Treatment
24625,32754908,Diagnosis;Treatment
24627,32372026,Treatment
24629,32632722,Treatment
24633,32268923,Treatment
24634,32603679,Treatment;Mechanism
24637,32693678,Treatment;Prevention
24639,32582576,Treatment;Mechanism
24651,32493473,Treatment
24659,32652722,Mechanism;Treatment;Prevention
24660,32681968,Diagnosis;Treatment
24664,32327737,Treatment
24668,32452701,Treatment
24670,32700247,Treatment;Mechanism
24688,32401670,Treatment
24698,32368792,Treatment;Mechanism
24711,32543296,Treatment;Mechanism;Diagnosis
24713,32653463,Treatment
24715,32591762,Treatment;Mechanism;Diagnosis
24716,32395917,Diagnosis;Treatment
24725,32510142,Treatment;Mechanism
24727,32361215,Mechanism;Treatment
24739,32760213,Treatment;Mechanism
24742,32283711,Treatment;Mechanism
24746,32198066,Treatment
24747,32035811,Treatment;Mechanism;Transmission
24748,32469410,Diagnosis;Treatment
24770,32455629,Treatment;Mechanism
24771,32687917,Treatment;Mechanism
24773,32106567,Treatment;Mechanism
24777,32503620,Treatment
24779,32643200,Treatment
24787,32644208,Mechanism;Treatment
24791,32399213,Treatment;Mechanism
24799,32394344,Treatment
24800,32459919,Treatment
24802,32383234,Diagnosis;Treatment
24803,32283144,Treatment;Diagnosis
24805,32762417,Treatment;Mechanism
24810,32747165,Treatment;Mechanism
24811,32291351,Treatment;Mechanism
24812,32674114,Treatment;Diagnosis
24813,32350134,Treatment
24817,32559180,Mechanism;Treatment
24819,32469436,Treatment
24824,32628642,Diagnosis;Treatment
24825,32396143,Treatment;Diagnosis
24827,32569623,Diagnosis;Treatment
24828,32658304,Treatment
24831,32767527,Treatment
24833,32345529,Treatment
24838,32604842,Treatment
24841,32213337,Treatment;Diagnosis;Mechanism
24847,32592841,Treatment;Mechanism
24850,32222703,Treatment
24859,32339250,Mechanism;Treatment
24860,32629115,Treatment
24861,32768975,Treatment
24862,32429703,Treatment
24866,32244776,Treatment
24872,32629875,Treatment;Mechanism
24873,32444298,Prevention;Treatment
24877,32414757,Treatment
24881,32499922,Treatment;Mechanism
24887,32733978,Treatment;Mechanism;Prevention
24890,32174096,Diagnosis;Treatment
24894,32717182,Treatment;Mechanism
24896,32753136,Diagnosis;Treatment
24897,32710477,Treatment
24907,32407255,Diagnosis;Treatment
24908,32588163,Treatment;Mechanism
24910,32707256,Treatment;Diagnosis
24912,32464496,Mechanism;Treatment
24913,32346099,Treatment;Mechanism
24915,32628591,Treatment;Mechanism
24916,32394481,Treatment;Prevention
24921,32321720,Treatment
24922,32728817,Diagnosis;Mechanism;Treatment
24925,32315171,Treatment;Mechanism
24930,32559343,Treatment;Mechanism
24935,32479682,Diagnosis;Treatment
24944,32317408,Treatment
24946,32462316,Treatment;Mechanism
24963,32679589,Treatment;Mechanism
24966,32600045,Treatment;Mechanism
24967,32563849,Treatment;Mechanism
24968,32639420,Diagnosis;Treatment
24975,32691039,Treatment;Mechanism
24988,32309679,Treatment
24991,32380903,Treatment;Mechanism
24992,32537481,Mechanism;Treatment
24996,32269046,Treatment
25001,32461492,Treatment;Prevention
25006,32417316,Diagnosis;Treatment
25009,32379302,Treatment
25010,32682444,Treatment
25012,32422233,Diagnosis;Treatment
25018,32758887,Treatment;Mechanism
25020,32647346,Treatment;Mechanism
25022,32433784,Diagnosis;Treatment
25025,32761508,Diagnosis;Treatment
25027,32273593,Treatment;Mechanism
25030,32449022,Treatment
25033,32673509,Treatment;Mechanism
25035,32675216,Treatment
25038,32454103,Mechanism;Treatment
25040,32768893,Treatment;Mechanism
25041,32646869,Treatment
25044,32743793,Treatment;Mechanism;Diagnosis
25046,32051073,Treatment;Diagnosis
25047,32721383,Treatment
25051,32692700,Treatment
25053,32583345,Diagnosis;Treatment
25055,32657601,Diagnosis;Transmission;Prevention;Treatment
25056,32668107,Treatment
25058,32725381,Treatment;Mechanism
25059,32749702,Treatment;Mechanism
25063,32675771,Diagnosis;Treatment
25067,32391370,Treatment
25076,32705860,Prevention;Treatment
25078,32251625,Treatment
25086,32375200,Mechanism;Treatment
25087,32537129,Mechanism;Diagnosis;Treatment
25089,32247927,Mechanism;Treatment
25091,32456695,Treatment;Diagnosis
25092,32626733,Treatment;Mechanism
25093,32382315,Treatment
25100,32654078,Treatment
25103,32506122,Diagnosis;Treatment
25107,32387238,Treatment;Mechanism
25110,32406927,Treatment
25112,32344306,Treatment
25114,32475019,Treatment
25122,32712607,Treatment;Diagnosis
25126,32202343,Mechanism;Diagnosis;Treatment
25129,32585855,Treatment;Diagnosis
25130,32220710,Mechanism;Treatment
25133,32176300,Treatment
25136,32553908,Treatment;Diagnosis
25139,32541496,Treatment
25147,32762561,Treatment;Mechanism;Diagnosis
25153,32598985,Treatment;Mechanism
25154,32537956,Treatment
25156,32385523,Diagnosis;Treatment
25159,32470198,Treatment
25164,32649074,Treatment
25176,32729947,Treatment
25177,32731000,Diagnosis;Treatment
25178,32639711,Treatment
25180,32720612,Treatment
25185,32652915,Treatment;Mechanism
25191,32354798,Diagnosis;Treatment
25193,32374264,Treatment
25194,32629960,Mechanism;Transmission;Treatment
25195,32235575,Mechanism;Prevention;Treatment
25198,32362340,Treatment;Mechanism
25204,32601006,Treatment
25206,32347053,Treatment;Diagnosis;Prevention
25208,32404880,Diagnosis;Treatment
25209,32580344,Treatment;Diagnosis
25214,32557011,Treatment;Mechanism
25215,32387623,Treatment
25216,32614178,Treatment;Mechanism
25217,32669467,Treatment;Mechanism;Diagnosis
25221,32361935,Treatment
25222,32742855,Mechanism;Diagnosis;Treatment
25228,32668131,Treatment
25232,32657536,Treatment
25233,32317220,Treatment
25238,32611457,Diagnosis;Treatment
25246,32536989,Treatment
25252,32667207,Treatment;Diagnosis
25253,32730226,Treatment;Diagnosis
25255,32140732,Mechanism;Treatment
25263,32544435,Diagnosis;Treatment
25268,32741931,Treatment;Diagnosis
25275,32668108,Treatment
25283,32566564,Treatment
25284,32695683,Treatment;Diagnosis
25285,32586363,Treatment
25288,32292626,Treatment
25289,32759457,Prevention;Treatment
25290,32458422,Treatment;Prevention
25301,32389723,Treatment;Mechanism
25309,32603772,Treatment;Mechanism
25313,32483442,Diagnosis;Treatment
25314,32143502,Mechanism;Prevention;Treatment
25317,32434403,Diagnosis;Prevention;Treatment
25318,32544911,Treatment
25325,32259313,Treatment
25328,32718300,Treatment;Mechanism
25331,32217705,Treatment
25332,32471115,Mechanism;Treatment
25344,32361194,Treatment;Mechanism
25355,32333818,Treatment;Mechanism
25358,32503621,Treatment
25365,32658855,Treatment
25366,32773244,Treatment
25369,32345646,Mechanism;Treatment
25370,32755992,Treatment;Mechanism
25375,32392759,Mechanism;Treatment
25380,32757019,Treatment;Prevention
25385,32562483,Treatment;Mechanism
25392,32652565,Treatment;Prevention
25394,32458206,Treatment;Mechanism
25397,32352080,Treatment
25405,32210741,Mechanism;Treatment
25409,32567972,Treatment;Mechanism
25412,32651040,Treatment
25415,32615280,Mechanism;Treatment
25420,32683639,Treatment;Diagnosis
25421,32283163,Treatment;Mechanism
25425,32666683,Treatment;Mechanism
25426,32658868,Treatment;Diagnosis
25427,32215827,Treatment
25429,32473352,Treatment;Mechanism
25434,32408699,Treatment;Mechanism
25438,32431755,Treatment;Mechanism
25440,32360484,Treatment;Mechanism
25442,32445440,Treatment
25446,32105052,Treatment;Diagnosis
25447,32632359,Treatment;Mechanism
25452,32731281,Treatment;Mechanism
25454,32275256,Treatment
25455,32610401,Treatment
25458,32653043,Treatment
25459,32436617,Treatment
25460,32754471,Treatment;Diagnosis;Prevention
25465,32311297,Treatment
25466,32090534,Treatment
25473,32398299,Treatment;Diagnosis
25475,32373994,Treatment;Mechanism
25476,32415313,Diagnosis;Treatment
25479,32678948,Treatment;Diagnosis
25482,32586921,Treatment
25488,32572334,Treatment;Mechanism
25493,32331979,Treatment;Mechanism
25499,32622888,Diagnosis;Treatment
25501,32592461,Treatment;Diagnosis
25504,32736877,Treatment
25516,32422320,Treatment;Mechanism
25519,32759267,Treatment;Mechanism
25521,32280433,Treatment
25522,32683333,Treatment;Mechanism;Diagnosis
25523,32320211,Treatment;Mechanism
25527,32492203,Treatment;Mechanism
25528,32657802,Treatment;Diagnosis
25529,32739501,Diagnosis;Mechanism;Treatment
25530,32705981,Treatment
25533,32689852,Mechanism;Treatment
25536,32577830,Treatment;Prevention;Transmission;Mechanism
25537,32553431,Treatment
25538,32394689,Mechanism;Treatment
25541,32655580,Mechanism;Treatment
25545,32296069,Treatment;Mechanism;Diagnosis
25546,32292634,Treatment
25549,32454157,Treatment;Mechanism
25550,32554965,Treatment;Diagnosis
25554,32752589,Diagnosis;Treatment
25559,32593196,Treatment
25560,32327757,Diagnosis;Treatment
25561,32546188,Treatment;Mechanism
25563,32164083,Treatment;Prevention
25564,32551814,Treatment;Diagnosis
25568,32133833,Diagnosis;Treatment
25571,32660993,Treatment
25573,32321116,Treatment;Diagnosis
25582,32658337,Diagnosis;Treatment
25583,32540156,Diagnosis;Treatment
25584,32244021,Treatment
25588,32274617,Mechanism;Diagnosis;Treatment
25589,32462988,Treatment;Mechanism
25596,32543882,Treatment
25599,32576235,Treatment
25603,32640245,Mechanism;Treatment
25604,32231220,Treatment
25611,32619167,Treatment
25612,32654359,Mechanism;Treatment;Diagnosis
25617,32376408,Treatment;Diagnosis
25618,32756535,Treatment
25626,32508034,Diagnosis;Treatment
25635,32330546,Treatment
25641,32676372,Diagnosis;Treatment
25656,32388476,Treatment;Mechanism
25657,32539257,Treatment
25660,32754119,Treatment;Diagnosis
25669,32322988,Treatment;Prevention
25672,32246722,Diagnosis;Treatment;Mechanism
25679,32758881,Treatment;Mechanism
0,32424845,Treatment
4,32264963,Treatment
6,32352407,Treatment;Mechanism
7,32593613,Treatment;Mechanism
12,32661059,Treatment;Mechanism
13,32110875,Treatment;Diagnosis
14,32478567,Mechanism;Treatment
15,32267979,Treatment
18,32227090,Mechanism;Treatment
19,32449669,Treatment
26,32634080,Treatment
34,32680942,Treatment;Diagnosis
43,32765482,Treatment;Mechanism
49,32777758,Treatment;Prevention;Mechanism
52,32374457,Treatment;Mechanism
62,32492210,Treatment;Mechanism
70,32775071,Treatment
73,32616381,Treatment
77,32712623,Treatment;Diagnosis
97,32717055,Diagnosis;Mechanism;Treatment
104,32448098,Treatment;Mechanism
105,32473097,Treatment;Diagnosis
117,32508024,Diagnosis;Treatment
120,32709307,Prevention;Treatment
125,32694915,Treatment
131,32611911,Treatment;Prevention
134,32470151,Treatment
135,32742969,Treatment
137,32493814,Treatment;Mechanism
141,32576386,Treatment;Mechanism
144,32558193,Treatment;Prevention
145,32356039,Treatment
148,32171740,Treatment
154,32710652,Mechanism;Diagnosis;Treatment
155,32503817,Treatment
160,32412320,Treatment;Diagnosis
167,32695324,Treatment;Diagnosis
173,32590117,Mechanism;Treatment
174,32220179,Treatment
178,32498135,Diagnosis;Treatment
184,32653518,Treatment;Mechanism
185,32151714,Treatment;Prevention
187,32564072,Treatment;Diagnosis;Mechanism
188,32637095,Treatment;Mechanism;Diagnosis
193,32600125,Treatment;Mechanism
196,32576357,Treatment;Mechanism
200,32711784,Treatment
201,32690999,Treatment;Prevention
204,32686527,Treatment;Mechanism
206,32684114,Treatment;Mechanism
208,32104915,Mechanism;Treatment
210,32484966,Treatment;Mechanism
214,32251732,Treatment
224,32412891,Treatment
228,32682081,Mechanism;Treatment
249,32375574,Treatment;Mechanism
253,32426812,Treatment
265,32603486,Treatment
266,32645478,Treatment
273,32707212,Diagnosis;Treatment
277,32643512,Treatment
281,32653199,Treatment
285,32589451,Diagnosis;Treatment;Prevention
286,32543164,Treatment;Diagnosis
293,32283154,Treatment
294,32697603,Diagnosis;Treatment
296,32416785,Treatment
309,32604407,Treatment;Mechanism
317,32539541,Treatment;Diagnosis
320,32544099,Diagnosis;Treatment
337,32717116,Treatment
340,32755653,Treatment;Diagnosis
352,32650197,Treatment;Mechanism
354,32690444,Treatment;Diagnosis
364,32744456,Treatment
370,32422178,Treatment
380,32331217,Treatment
386,32675498,Treatment;Diagnosis
387,32463348,Treatment
388,32737523,Treatment;Diagnosis
394,32695323,Treatment;Diagnosis
404,32700761,Prevention;Treatment
407,32451923,Treatment;Mechanism
408,32718713,Treatment
415,32647307,Diagnosis;Treatment
419,32290293,Treatment
420,32491075,Treatment;Prevention
423,32351656,Diagnosis;Treatment
429,32554861,Treatment
430,32281317,Treatment
431,32382587,Treatment;Diagnosis
437,32302451,Treatment
438,32148172,Treatment
439,32422996,Treatment;Mechanism
447,32622450,Treatment;Prevention
448,32512007,Treatment
455,32437114,Prevention;Treatment
461,32417315,Diagnosis;Treatment
465,32648899,Treatment;Transmission;Diagnosis
477,32648245,Treatment
482,32667669,Treatment;Diagnosis
488,32409498,Treatment;Diagnosis
491,32418732,Treatment
492,32343658,Treatment;Mechanism
495,32321620,Treatment
500,32427277,Treatment
502,32579043,Treatment
507,32733921,Diagnosis;Treatment
508,32245264,Treatment
509,32333199,Treatment;Mechanism
512,32474087,Treatment
513,32739958,Diagnosis;Treatment
520,32594342,Diagnosis;Treatment;Mechanism
524,32672431,Treatment;Diagnosis
532,32568276,Prevention;Treatment
535,32611916,Prevention;Treatment
539,32425950,Treatment;Mechanism
547,32540345,Treatment
557,32707183,Prevention;Treatment
569,32475597,Treatment
572,32389518,Treatment
583,32426113,Treatment
596,32343429,Diagnosis;Treatment
598,32721795,Treatment;Mechanism;Diagnosis
600,32359447,Treatment
601,32509819,Prevention;Treatment;Mechanism
606,32118391,Treatment
609,32574263,Treatment
610,32776592,Diagnosis;Treatment
616,32490532,Treatment
619,32557271,Treatment;Mechanism
621,32620125,Treatment;Diagnosis
622,32546725,Diagnosis;Treatment
632,32712333,Treatment
634,32762537,Treatment;Mechanism
638,32552462,Treatment;Mechanism
644,32755455,Prevention;Treatment
651,32764519,Treatment;Mechanism
655,32569491,Treatment;Mechanism
656,32748212,Treatment
657,32687630,Treatment
658,32765940,Treatment;Mechanism
660,32356590,Diagnosis;Treatment
661,32618808,Diagnosis;Treatment
663,32189218,Treatment
666,32725691,Treatment;Diagnosis
668,32360585,Treatment
671,32681845,Treatment;Mechanism
672,32640479,Treatment;Diagnosis
673,32283815,Treatment
675,32425261,Treatment;Diagnosis
680,32405664,Treatment
683,32657540,Diagnosis;Treatment;Prevention
689,32579597,Treatment;Mechanism
690,32611529,Prevention;Treatment
693,32336673,Treatment
694,32573919,Prevention;Treatment
695,32366720,Treatment
697,32601923,Treatment;Mechanism
699,32283876,Treatment;Mechanism
702,32269087,Diagnosis;Transmission;Treatment
708,32473231,Diagnosis;Treatment
709,32423903,Treatment;Diagnosis
711,32077996,Treatment
712,32699149,Treatment
727,32727845,Treatment;Mechanism
731,32348052,Treatment
732,32688440,Treatment;Diagnosis
734,32354367,Treatment;Diagnosis
735,32171057,Treatment
745,32553759,Treatment;Prevention
749,32469265,Treatment;Mechanism
750,32741438,Diagnosis;Treatment
751,32741556,Prevention;Treatment
752,32739134,Treatment
758,32291382,Treatment
763,32408547,Treatment;Mechanism
778,32502096,Treatment
783,32314249,Treatment
785,32557449,Treatment
788,32294562,Treatment;Mechanism
791,32167153,Treatment
792,32746930,Treatment;Diagnosis
797,32227357,Mechanism;Treatment
800,32450761,Prevention;Treatment
802,32405226,Treatment
807,32402130,Treatment
812,32747012,Treatment;Mechanism
813,32600556,Treatment
814,32579059,Treatment;Mechanism
816,32505068,Treatment
821,32648845,Treatment
822,32450106,Treatment
824,32696665,Treatment;Prevention
838,32436996,Diagnosis;Treatment
840,32579254,Treatment;Mechanism
841,32383830,Mechanism;Treatment
844,32438333,Treatment;Diagnosis
845,32274341,Treatment;Diagnosis;Mechanism
853,32715804,Treatment
863,32302703,Treatment
866,32362969,Prevention;Diagnosis;Treatment
869,32327746,Treatment
873,32772324,Treatment;Diagnosis
877,32442696,Treatment;Diagnosis
880,32553503,Treatment;Mechanism
886,32589164,Diagnosis;Treatment
890,32615501,Treatment
892,32676695,Treatment
897,32738929,Diagnosis;Treatment
899,32741218,Diagnosis;Prevention;Treatment
904,32571633,Treatment
916,32700604,Treatment;Mechanism
932,32342146,Mechanism;Treatment
937,32633236,Treatment;Mechanism
948,32061335,Diagnosis;Treatment
