,pmid,text,sentence,subtag
767,32773471,severe,"Twenty-six ( 49 % ) were admitted , six ( 14 % ) had severe disease , four ( 8 % ) required ICU admission , and two ( 4",
768,32773476,severe,"Fifty-four PLWH developed COVID-19 with 14 severe ( 25.9 % ) and five critical cases ( 9.3 % ) , respectively .",
769,32773476,severe,"Fifty-four PLWH developed COVID-19 with 14 severe ( 25.9 % ) and five critical cases ( 9.3 % ) , respectively .",
770,32773613,severe,", critical care rehabilitation , and patient recovery and LTOs .",
771,32774178,severe,"The presence of COVID-19 was manifested by several symptoms , ranging from asymptomatic/mild symptoms to severe illness and death .",
772,32775837,severe,"Except for 3 patients who were admitted to the intensive care unit for a severe condition ( 8.11 % ) , including 2 who died , most COVID-19 diagnosed patients",
773,32775837,severe,"Most HD patients with COVID-19 exhibited mild clinical symptoms and did not progress to severe pneumonia , likely due to the impaired cellular immune function and incapability of mounting cytokine",
774,32776534,severe,Eight percent of the patients discontinued the treatment because of severe gastrointestinal disorders attributable to LPV/r .,
775,32776581,severe,The rates of severe and critical disease were significantly higher in patients with hematological malignancy compared to the patients without cancer ( p=0.001 ) .,
776,32777170,severe,"Baseline characteristics of admitted patients with COVID-19 show that adiposity , diabetes and hypertension are risk factors for developing severe disease , but so far immunosuppressed patients that are listed",
777,32777550,severe,"Overall , about a third of patients were hospitalized ( 30.6 % ) and 11.4 % of them required admission to intensive care unit .",
778,32777639,severe,"confidence interval , 0.51-1.31 , p < 0.001 ) mug/ml compared to those with non-severe disease , and odds of severe infection was associated with D-dimer greater than 0.5 mug/ml",
779,32777784,severe,"Instead , severe liver injury in our cohort was associated multiple-organ failure and acute vascular events .",
